input_data,output_labels
"[[1124.0006400000002, 665.0002800000001, 1282.99968, 665.0002800000001, 1282.99968, 941.00076, 1124.0006400000002, 941.00076], [1090.00032, 592.0003800000001, 1173.0, 592.0003800000001, 1173.0, 707.99994, 1090.00032, 707.99994], [1122.0, 586.99998, 1273.0003199999999, 586.99998, 1273.0003199999999, 871.0000200000001, 1122.0, 871.0000200000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1090.00032, 586.99998, 1282.99968, 586.99998, 1282.99968, 941.00076, 1090.00032, 941.00076)"
"[[1306.9996800000001, 688.9995, 1565.9999999999998, 688.9995, 1565.9999999999998, 1025.9994600000002, 1306.9996800000001, 1025.9994600000002], [1314.0, 579.0004200000001, 1539.00096, 579.0004200000001, 1539.00096, 969.0003, 1314.0, 969.0003], [1422.00096, 552.00042, 1918.0003199999999, 552.00042, 1918.0003199999999, 1080.00054, 1422.00096, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1306.9996800000001, 552.00042, 1918.0003199999999, 552.00042, 1918.0003199999999, 1080.00054, 1306.9996800000001, 1080.00054)"
"[[1410.0009599999998, 808.99992, 1683.0, 808.99992, 1683.0, 1077.99984, 1410.0009599999998, 1077.99984], [1314.0, 579.0004200000001, 1539.00096, 579.0004200000001, 1539.00096, 969.0003, 1314.0, 969.0003], [1422.00096, 552.00042, 1918.0003199999999, 552.00042, 1918.0003199999999, 1080.00054, 1422.00096, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1314.0, 552.00042, 1918.0003199999999, 552.00042, 1918.0003199999999, 1080.00054, 1314.0, 1080.00054)"
"[[953.0006400000001, 730.00062, 1072.00032, 730.00062, 1072.00032, 903.00042, 953.0006400000001, 903.00042], [948.0, 576.99972, 1034.00064, 576.99972, 1034.00064, 745.0002000000001, 948.0, 745.0002000000001], [940.99968, 577.00026, 1092.0, 577.00026, 1092.0, 827.99982, 940.99968, 827.99982], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(940.99968, 576.99972, 1092.0, 576.99972, 1092.0, 903.00042, 940.99968, 903.00042)"
"[[546.0, 697.0001400000001, 723.0009600000001, 697.0001400000001, 723.0009600000001, 931.0005, 546.0, 931.0005], [588.0, 591.99984, 720.0, 591.99984, 720.0, 883.9994399999999, 588.0, 883.9994399999999], [687.0, 598.99986, 894.99936, 598.99986, 894.99936, 967.00014, 687.0, 967.00014], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(546.0, 591.99984, 894.99936, 591.99984, 894.99936, 967.00014, 546.0, 967.00014)"
"[[721.99968, 754.99992, 915.0, 754.99992, 915.0, 1078.99992, 721.99968, 1078.99992], [716.9990399999999, 589.99968, 903.99936, 589.99968, 903.99936, 805.99968, 716.9990399999999, 805.99968], [687.0, 598.99986, 894.99936, 598.99986, 894.99936, 967.00014, 687.0, 967.00014], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(687.0, 589.99968, 915.0, 589.99968, 915.0, 1078.99992, 687.0, 1078.99992)"
"[[469.00032, 490.00032000000004, 833.9999999999999, 490.00032000000004, 833.9999999999999, 789.0004799999999, 469.00032, 789.0004799999999], [556.00032, 392.99958, 703.0012800000001, 392.99958, 703.0012800000001, 650.9997, 556.00032, 650.9997], [651.0, 394.0002, 921.0, 394.0002, 921.0, 932.00004, 651.0, 932.00004], [43.999679999999955, 453.9996, 563.0006400000001, 453.9996, 563.0006400000001, 1080.0, 43.999679999999955, 1080.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(43.999679999999955, 392.99958, 921.0, 392.99958, 921.0, 1080.0, 43.999679999999955, 1080.0)"
"[[488.99904, 523.0002599999999, 939.99936, 523.0002599999999, 939.99936, 865.00062, 488.99904, 865.00062], [556.00032, 392.99958, 703.0012800000001, 392.99958, 703.0012800000001, 650.9997, 556.00032, 650.9997], [651.0, 394.0002, 921.0, 394.0002, 921.0, 932.00004, 651.0, 932.00004], [43.999679999999955, 453.9996, 563.0006400000001, 453.9996, 563.0006400000001, 1080.0, 43.999679999999955, 1080.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(43.999679999999955, 392.99958, 939.99936, 392.99958, 939.99936, 1080.0, 43.999679999999955, 1080.0)"
"[[362.00064, 667.9999799999999, 972.0, 667.9999799999999, 972.0, 1079.99946, 362.00064, 1079.99946], [651.0, 394.0002, 921.0, 394.0002, 921.0, 932.00004, 651.0, 932.00004], [43.999679999999955, 453.9996, 563.0006400000001, 453.9996, 563.0006400000001, 1080.0, 43.999679999999955, 1080.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(43.999679999999955, 394.0002, 972.0, 394.0002, 972.0, 1080.0, 43.999679999999955, 1080.0)"
"[[1369.00032, 772.99974, 1676.0006400000002, 772.99974, 1676.0006400000002, 1079.99946, 1369.00032, 1079.99946], [993.00096, 423.9999, 1667.9999999999998, 423.9999, 1667.9999999999998, 1078.99938, 993.00096, 1078.99938], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(993.00096, 423.9999, 1676.0006400000002, 423.9999, 1676.0006400000002, 1079.99946, 993.00096, 1079.99946)"
"[[1001.0006400000001, 635.00058, 1917.0, 635.00058, 1917.0, 1079.00046, 1001.0006400000001, 1079.00046], [1364.00064, 317.99952, 1911.00096, 317.99952, 1911.00096, 1072.99944, 1364.00064, 1072.99944], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1001.0006400000001, 317.99952, 1917.0, 317.99952, 1917.0, 1079.00046, 1001.0006400000001, 1079.00046)"
"[[527.00064, 650.0001599999999, 708.00096, 650.0001599999999, 708.00096, 871.0005600000001, 527.00064, 871.0005600000001], [484.9996800000001, 469.00026, 729.99936, 469.00026, 729.99936, 913.00014, 484.9996800000001, 913.00014], [278.00064, 479.9995200000001, 619.00032, 479.9995200000001, 619.00032, 1077.99984, 278.00064, 1077.99984], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(278.00064, 469.00026, 729.99936, 469.00026, 729.99936, 1077.99984, 278.00064, 1077.99984)"
"[[163.99967999999998, 698.9997599999999, 632.9999999999999, 698.9997599999999, 632.9999999999999, 1077.99984, 163.99967999999998, 1077.99984], [484.9996800000001, 469.00026, 729.99936, 469.00026, 729.99936, 913.00014, 484.9996800000001, 913.00014], [278.00064, 479.9995200000001, 619.00032, 479.9995200000001, 619.00032, 1077.99984, 278.00064, 1077.99984], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(163.99967999999998, 469.00026, 729.99936, 469.00026, 729.99936, 1077.99984, 163.99967999999998, 1077.99984)"
"[[715.9996800000001, 456.0003, 769.99968, 456.0003, 769.99968, 526.0005, 715.9996800000001, 526.0005], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[876.0, 473.99958000000004, 926.9990399999999, 473.99958000000004, 926.9990399999999, 548.0001, 876.0, 548.0001], [871.99968, 429.99984, 923.99904, 429.99984, 923.99904, 535.99968, 871.99968, 535.99968], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(871.99968, 429.99984, 926.9990399999999, 429.99984, 926.9990399999999, 548.0001, 871.99968, 548.0001)"
"[[1170.99936, 445.9995, 1188.9993599999998, 445.9995, 1188.9993599999998, 466.00001999999995, 1170.99936, 466.00001999999995], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1119.0000000000002, 448.0002, 1141.9996800000001, 448.0002, 1141.9996800000001, 478.00043999999997, 1119.0000000000002, 478.00043999999997], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1118.99904, 442.99926, 1185.99936, 442.99926, 1185.99936, 542.9997, 1118.99904, 542.9997], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[753.9993599999999, 484.00038, 787.99872, 484.00038, 787.99872, 549.00018, 753.9993599999999, 549.00018], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[621.0, 640.99998, 989.00064, 640.99998, 989.00064, 1079.99946, 621.0, 1079.99946], [639.99936, 432.00054, 982.9996799999999, 432.00054, 982.9996799999999, 1035.00018, 639.99936, 1035.00018], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(621.0, 432.00054, 989.00064, 432.00054, 989.00064, 1079.99946, 621.0, 1079.99946)"
"[[1483.99968, 690.99966, 1919.99904, 690.99966, 1919.99904, 1077.9993, 1483.99968, 1077.9993], [1547.00064, 471.00042, 1920.00096, 471.00042, 1920.00096, 1078.0003800000002, 1547.00064, 1078.0003800000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1483.99968, 471.00042, 1920.00096, 471.00042, 1920.00096, 1078.0003800000002, 1483.99968, 1078.0003800000002)"
"[[1430.00064, 511.00037999999995, 1670.00064, 511.00037999999995, 1670.00064, 901.0002599999999, 1430.00064, 901.0002599999999], [1499.00064, 422.99982000000006, 1663.0012800000002, 422.99982000000006, 1663.0012800000002, 865.99962, 1499.00064, 865.99962], [1522.00032, 501.0006599999999, 1633.00128, 501.0006599999999, 1633.00128, 754.00038, 1522.00032, 754.00038], [1371.00096, 501.00012, 1455.0009599999998, 501.00012, 1455.0009599999998, 747.00036, 1371.00096, 747.00036], [1383.0, 442.00026, 1569.0000000000002, 442.00026, 1569.0000000000002, 862.0003800000001, 1383.0, 862.0003800000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1371.00096, 422.99982000000006, 1670.00064, 422.99982000000006, 1670.00064, 901.0002599999999, 1371.00096, 901.0002599999999)"
"[[1810.00032, 571.00032, 1919.00064, 571.00032, 1919.00064, 972.0, 1810.00032, 972.0], [1761.0009599999998, 416.99987999999996, 1920.0, 416.99987999999996, 1920.0, 902.99988, 1761.0009599999998, 902.99988], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1761.0009599999998, 416.99987999999996, 1920.0, 416.99987999999996, 1920.0, 972.0, 1761.0009599999998, 972.0)"
"[[289.99967999999996, 648.0, 1234.00032, 648.0, 1234.00032, 1075.99968, 289.99967999999996, 1075.99968], [643.00128, 394.00019999999995, 1024.00032, 394.00019999999995, 1024.00032, 962.00028, 643.00128, 962.00028], [358.00032000000004, 481.99967999999996, 640.00032, 481.99967999999996, 640.00032, 1071.99936, 358.00032000000004, 1071.99936], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(289.99967999999996, 394.00019999999995, 1234.00032, 394.00019999999995, 1234.00032, 1075.99968, 289.99967999999996, 1075.99968)"
"[[560.00064, 590.99976, 1011.00096, 590.99976, 1011.00096, 1076.99976, 560.00064, 1076.99976], [676.00032, 368.00028000000003, 924.0009600000001, 368.00028000000003, 924.0009600000001, 1017.00036, 676.00032, 1017.00036], [430.99872000000005, 379.00007999999997, 702.99936, 379.00007999999997, 702.99936, 1033.00056, 430.99872000000005, 1033.00056], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(430.99872000000005, 368.00028000000003, 1011.00096, 368.00028000000003, 1011.00096, 1076.99976, 430.99872000000005, 1076.99976)"
"[[268.99968, 626.99994, 734.99904, 626.99994, 734.99904, 1076.00022, 268.99968, 1076.00022], [676.00032, 368.00028000000003, 924.0009600000001, 368.00028000000003, 924.0009600000001, 1017.00036, 676.00032, 1017.00036], [430.99872000000005, 379.00007999999997, 702.99936, 379.00007999999997, 702.99936, 1033.00056, 430.99872000000005, 1033.00056], [0.9993600000000136, 419.00058, 539.99904, 419.00058, 539.99904, 1078.00038, 0.9993600000000136, 1078.00038], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(0.9993600000000136, 368.00028000000003, 924.0009600000001, 368.00028000000003, 924.0009600000001, 1078.00038, 0.9993600000000136, 1078.00038)"
"[[1238.00064, 676.00008, 1324.00128, 676.00008, 1324.00128, 806.99976, 1238.00064, 806.99976], [1254.0, 642.0006, 1314.0, 642.0006, 1314.0, 774.0003600000001, 1254.0, 774.0003600000001], [1145.00064, 664.99974, 1350.0009599999998, 664.99974, 1350.0009599999998, 1063.00026, 1145.00064, 1063.00026], [1159.9996800000001, 690.99966, 1357.99968, 690.99966, 1357.99968, 1078.99938, 1159.9996800000001, 1078.99938], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1145.00064, 642.0006, 1357.99968, 642.0006, 1357.99968, 1078.99938, 1145.00064, 1078.99938)"
"[[1119.00096, 712.00026, 1203.0009599999998, 712.00026, 1203.0009599999998, 917.0004600000001, 1119.00096, 917.0004600000001], [1111.00128, 643.00068, 1228.0003199999999, 643.00068, 1228.0003199999999, 908.0002800000001, 1111.00128, 908.0002800000001], [1145.00064, 664.99974, 1350.0009599999998, 664.99974, 1350.0009599999998, 1063.00026, 1145.00064, 1063.00026], [1159.9996800000001, 690.99966, 1357.99968, 690.99966, 1357.99968, 1078.99938, 1159.9996800000001, 1078.99938], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1111.00128, 643.00068, 1357.99968, 643.00068, 1357.99968, 1078.99938, 1111.00128, 1078.99938)"
"[[1141.9996800000001, 802.9994399999999, 1349.9990400000002, 802.9994399999999, 1349.9990400000002, 1077.99984, 1141.9996800000001, 1077.99984], [1111.00128, 643.00068, 1228.0003199999999, 643.00068, 1228.0003199999999, 908.0002800000001, 1111.00128, 908.0002800000001], [1145.00064, 664.99974, 1350.0009599999998, 664.99974, 1350.0009599999998, 1063.00026, 1145.00064, 1063.00026], [1159.9996800000001, 690.99966, 1357.99968, 690.99966, 1357.99968, 1078.99938, 1159.9996800000001, 1078.99938], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1111.00128, 643.00068, 1357.99968, 643.00068, 1357.99968, 1078.99938, 1111.00128, 1078.99938)"
"[[1365.0, 894.0002399999998, 1582.00032, 894.0002399999998, 1582.00032, 1078.99992, 1365.0, 1078.99992], [1516.00032, 652.99986, 1771.99968, 652.99986, 1771.99968, 1076.0002200000001, 1516.00032, 1076.0002200000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1365.0, 652.99986, 1771.99968, 652.99986, 1771.99968, 1078.99992, 1365.0, 1078.99992)"
"[[616.0012800000001, 664.99974, 722.0006400000001, 664.99974, 722.0006400000001, 757.99962, 616.0012800000001, 757.99962], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[616.9996799999999, 796.0005, 1051.9987199999998, 796.0005, 1051.9987199999998, 1078.00038, 616.9996799999999, 1078.00038], [721.9996799999999, 669.9996, 917.99904, 669.9996, 917.99904, 1073.99952, 721.9996799999999, 1073.99952], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(616.9996799999999, 669.9996, 1051.9987199999998, 669.9996, 1051.9987199999998, 1078.00038, 616.9996799999999, 1078.00038)"
"[[129.99936, 848.0003399999999, 535.99872, 848.0003399999999, 535.99872, 1079.00046, 129.99936, 1079.00046], [1.0012799999999888, 715.0005, 274.00032000000004, 715.0005, 274.00032000000004, 1078.00038, 1.0012799999999888, 1078.00038], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1.0012799999999888, 715.0005, 535.99872, 715.0005, 535.99872, 1079.00046, 1.0012799999999888, 1079.00046)"
"[[581.00064, 366.00012, 709.0012800000001, 366.00012, 709.0012800000001, 477.00036000000006, 581.00064, 477.00036000000006], [615.0, 341.00028, 664.00032, 341.00028, 664.00032, 452.00052000000005, 615.0, 452.00052000000005], [95.00064000000002, 384.00048, 754.00032, 384.00048, 754.00032, 1080.0, 95.00064000000002, 1080.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(95.00064000000002, 341.00028, 754.00032, 341.00028, 754.00032, 1080.0, 95.00064000000002, 1080.0)"
"[[868.99968, 389.99934, 1056.0, 389.99934, 1056.0, 514.9996199999999, 868.99968, 514.9996199999999], [912.0, 335.99934, 998.0006400000001, 335.99934, 998.0006400000001, 488.9997, 912.0, 488.9997], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(868.99968, 335.99934, 1056.0, 335.99934, 1056.0, 514.9996199999999, 868.99968, 514.9996199999999)"
"[[64.99967999999998, 697.99968, 1029.9993600000003, 697.99968, 1029.9993600000003, 1080.0, 64.99967999999998, 1080.0], [95.00064000000002, 384.00048, 754.00032, 384.00048, 754.00032, 1080.0, 95.00064000000002, 1080.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(64.99967999999998, 384.00048, 1029.9993600000003, 384.00048, 1029.9993600000003, 1080.0, 64.99967999999998, 1080.0)"
"[[1167.0, 474.99966, 1211.0006400000002, 474.99966, 1211.0006400000002, 540.99954, 1167.0, 540.99954], [1191.00096, 439.99956, 1251.00096, 439.99956, 1251.00096, 573.99948, 1191.00096, 573.99948], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1167.0, 439.99956, 1251.00096, 439.99956, 1251.00096, 573.99948, 1167.0, 573.99948)"
"[[1182.99936, 483.99984, 1267.99968, 483.99984, 1267.99968, 617.99976, 1182.99936, 617.99976], [1191.00096, 439.99956, 1251.00096, 439.99956, 1251.00096, 573.99948, 1191.00096, 573.99948], [1246.00032, 440.99964000000006, 1403.00064, 440.99964000000006, 1403.00064, 734.9994, 1246.00032, 734.9994], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1182.99936, 439.99956, 1403.00064, 439.99956, 1403.00064, 734.9994, 1182.99936, 734.9994)"
"[[1248.99936, 550.9998, 1420.99872, 550.9998, 1420.99872, 737.9996400000001, 1248.99936, 737.9996400000001], [1246.00032, 440.99964000000006, 1403.00064, 440.99964000000006, 1403.00064, 734.9994, 1246.00032, 734.9994], [1332.99936, 440.0001, 1480.0003199999999, 440.0001, 1480.0003199999999, 1068.99966, 1332.99936, 1068.99966], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1246.00032, 440.0001, 1480.0003199999999, 440.0001, 1480.0003199999999, 1068.99966, 1246.00032, 1068.99966)"
"[[1575.0, 575.0000999999999, 1693.99968, 575.0000999999999, 1693.99968, 723.00006, 1575.0, 723.00006], [1503.0009599999998, 449.00028, 1705.0003199999999, 449.00028, 1705.0003199999999, 631.9997999999999, 1503.0009599999998, 631.9997999999999], [1415.00064, 463.00032, 1632.00096, 463.00032, 1632.00096, 1080.0, 1415.00064, 1080.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1415.00064, 449.00028, 1705.0003199999999, 449.00028, 1705.0003199999999, 1080.0, 1415.00064, 1080.0)"
