input_data	output_labels
[[0.760156, 0.615741, 0.015104, 0.038889]]	(2900.2076457331596, 1366.0443096583872, 28.9996799999999, 294.19978000000003, 22.59978000000001, -218.10033999999996, 393.99966000000006)
[[0.811719, 0.795833, 0.121354, 0.332407], [0.796615, 0.69537, 0.113021, 0.327778]]	(2900.2076457331596, 1366.0443096583872, 232.9996799999999, 258.2001399999999, -13.399860000000103, -571.0994199999999, 41.00058000000013)
[[0.288281, 0.831944, 0.183854, 0.336111], [0.294531, 0.758333, 0.160938, 0.481481]]	(-8195.642332590342, -9201.828874108634, 352.99967999999996, 362.00041999999996, -154.79958, -521.99946, -0.9994599999999991)
[[0.55026, 0.923148, 0.038021, 0.12963], [0.604167, 0.701389, 0.161458, 0.54537]]	(-1615.2250544681347, -722.5415641501187, 73.0003200000001, 140.00036, -374.39964, -715.8000399999999, -196.0000399999999)
[[0.775521, 0.777778, 0.448958, 0.444444], [0.667448, 0.532407, 0.078646, 0.238889], [0.563021, 0.680556, 0.059375, 0.361111], [0.604167, 0.701389, 0.161458, 0.54537], [0.797396, 0.690741, 0.304167, 0.618519]]	(4950.759044801861, 1742.8653070023122, 861.99936, 479.9995200000001, -34.80047999999988, -808.8, 0.0)
[[0.565365, 0.90463, 0.177604, 0.187037], [0.688281, 0.786574, 0.379688, 0.425]]	(-1984.1279994148692, -928.821488385515, 340.9996800000001, 201.99958000000004, 30.79957999999999, -564.7003800000002, -0.0003800000001774606)
[[0.69375, 0.576389, 0.021875, 0.073148]]	(-5844.2486195958645, -3226.0076215930453, 42.00000000000023, 318.99979999999994, -20.000200000000063, -99.00004000000001, 239.99996)
[[0.729427, 0.594907, 0.028646, 0.078704]]	(-18665.824488432016, -8099.720509738089, 55.000319999999874, 480.00059999999996, 73.90059999999994, -216.8997199999999, 395.0002800000001)
[[0.570312, 0.570833, 0.017708, 0.065741], [0.572917, 0.555556, 0.027083, 0.092593]]	(-2558.097523423271, -1364.8525695187668, 33.999360000000024, 70.00049999999999, -38.99950000000001, -109.9997800000001, -0.9997800000001007)
[[0.60599, 0.58287, 0.029687, 0.075], [0.604167, 0.556019, 0.03125, 0.087963]]	(-2427.833668005355, -1230.1701137884872, 56.99904000000015, 80.00040000000001, -46.99959999999999, -127.99959999999999, -0.9995999999999867)
[[0.651563, 0.707407, 0.079167, 0.257407], [0.646094, 0.633796, 0.054688, 0.223148]]	(-5844.2486195958645, -3226.0076215930453, 152.00063999999998, 277.00022, -61.99977999999999, -339.99933999999996, -0.999339999999961)
[[0.765104, 0.687963, 0.036458, 0.162963], [0.78125, 0.632407, 0.053125, 0.238889], [0.819792, 0.760648, 0.108333, 0.478704]]	(-8271.307316957887, -3551.213819003606, 69.99936000000002, 175.99997999999994, 5.5999799999999595, -339.50005999999996, -5.99999999622014e-05)
[[0.83151, 0.878241, 0.200521, 0.236111], [0.819792, 0.760648, 0.108333, 0.478704]]	(-18665.824488432016, -8099.720509738089, 385.0003199999999, 258.99965999999995, -147.10034000000007, -607.9002200000001, 3.9997799999998733)
[[0.83099, 0.506481, 0.053646, 0.155556], [0.832031, 0.446759, 0.055729, 0.180556]]	(-1790.4790776070433, -518.0477433175896, 103.0003200000001, 188.40076000000005, -73.79923999999994, -266.69972, -41.999720000000025)
[[0.442969, 0.781481, 0.435937, 0.431481], [0.480729, 0.664352, 0.286458, 0.671296]]	(1544.7883161955815, 757.8264457332086, 836.99904, 469.00026, -52.89973999999995, -916.2992199999999, 3.000780000000077)
[[0.127083, 0.716667, 0.186458, 0.353704], [0.124219, 0.582407, 0.098437, 0.416667]]	(496.2106578354223, 811.6336648599532, 357.99936, 264.3997999999999, -180.00020000000006, -549.50052, -0.0005200000000513683)
[[0.375521, 0.850463, 0.382292, 0.297222], [0.379167, 0.703704, 0.284375, 0.588889]]	(3928.1938637663484, 3165.5105253074557, 734.00064, 319.99984000000006, -422.9001599999999, -424.99992, -0.9999199999999746)
[[0.149479, 0.319444, 0.029167, 0.072222], [0.157552, 0.306944, 0.034896, 0.093519]]	(-290.7725313283208, -288.16080200501256, 56.000639999999976, 77.00036, -26.99964, -104.99940000000004, -0.9994000000000369)
[[0.476562, 0.79213, 0.478125, 0.376852], [0.413021, 0.649074, 0.311458, 0.651852]]	(1638.9510262661859, 653.6678268649066, 918.0, 427.99968, -52.20032000000003, -1059.00048, 20.999520000000075)
[[0.342708, 0.813889, 0.488542, 0.37037], [0.332552, 0.668056, 0.185938, 0.663889]]	(1217.2013161056573, 629.1424043860975, 938.0006400000001, 400.9996800000001, -49.80031999999983, -1011.99992, 1.0000800000000254)
[[0.410938, 0.866204, 0.35, 0.256481]]	(-917.4170684126174, -780.1308973053066, 672.0, 276.99942, -456.20058, -223.90005999999983, -5.999999984851456e-05)
[[0.77526, 0.482407, 0.025521, 0.072222]]	(9630.054452728551, 3367.509666438515, 49.000319999999874, 138.7003200000001, -13.999679999999955, -91.99943999999994, 91.00056000000006)
[[0.80625, 0.536574, 0.055208, 0.134259], [0.806771, 0.502315, 0.032292, 0.137963]]	(9630.054452728551, 3367.509666438515, 105.9993599999998, 113.69994000000008, -39.00005999999996, -183.99978, -0.999779999999987)
[[0.96276, 0.819907, 0.069271, 0.34537], [0.971094, 0.679167, 0.054688, 0.436111], [0.97474, 0.777315, 0.044271, 0.443519]]	(48993.37053721509, 19967.350231963963, 133.0003200000001, 380.00023999999996, -212.99976000000004, -585.99936, 7.000639999999976)
[[0.786198, 0.499074, 0.021354, 0.072222], [0.806771, 0.502315, 0.032292, 0.137963]]	(9630.054452728551, 3367.509666438515, 40.999680000000126, 120.69996000000003, -32.00004000000001, -109.99980000000005, 73.00019999999995)
[[0.041146, 0.668519, 0.08125, 0.462963], [0.189062, 0.688889, 0.279167, 0.622222]]	(995.9002044629577, 582.0814785897167, 156.00000000000003, 607.9995, -12.8005, -732.60054, 107.99946)
[[0.408073, 0.750463, 0.373437, 0.499074], [0.189062, 0.688889, 0.279167, 0.622222]]	(995.9002044629577, 582.0814785897167, 716.9990400000002, 538.99992, -81.80008000000004, -840.6, 0.0)
[[0.648438, 0.813426, 0.275, 0.373148], [0.750521, 0.535185, 0.063542, 0.301852], [0.703385, 0.529167, 0.058854, 0.293519], [0.653906, 0.717593, 0.127604, 0.564815], [0.571875, 0.723611, 0.139583, 0.552778]]	(7267.516922025844, 3854.695931975788, 528.0000000000002, 402.99984000000006, -205.20015999999993, -604.6, 0.0)
[[0.973437, 0.649537, 0.053125, 0.347222], [0.972917, 0.55463, 0.054167, 0.335185]]	(-101873.72145926363, -34064.025612941274, 102.00000000000023, 373.99992, 10.29991999999993, -492.99983999999995, -0.9998399999999492)
[[0.732292, 0.583333, 0.117708, 0.233333], [0.750521, 0.535185, 0.063542, 0.301852], [0.703385, 0.529167, 0.058854, 0.293519], [0.653906, 0.717593, 0.127604, 0.564815]]	(-2061.0722821403865, -795.7489779435417, 225.99936000000002, 308.00018, -101.69981999999999, -325.09946, -18.799459999999954)
[[0.396354, 0.875463, 0.215625, 0.243519], [0.204687, 0.74537, 0.240625, 0.509259]]	(-2836.605296350955, -2665.440954011681, 413.9999999999999, 263.00022, -438.99978, -336.70029999999997, -0.00029999999992469384)
[[0.219531, 0.813426, 0.261979, 0.373148], [0.1875, 0.699074, 0.19375, 0.566667]]	(988.5309516865357, 864.0133548288128, 502.99968, 402.99984000000006, 16.19984000000011, -1001.9, 0.0)
[[0.294531, 0.780556, 0.235937, 0.437037], [0.271354, 0.689352, 0.171875, 0.513889]]	(1333.6096903999562, 1399.0596082820875, 452.9990400000001, 382.8995, -164.20049999999998, -607.1004600000002, 0.9995399999997971)
[[0.070312, 0.48287, 0.034375, 0.080556], [0.066667, 0.450463, 0.030208, 0.106481]]	(-67.03544575725027, -210.65252416756175, 66.00000000000001, 86.00063999999998, -48.999360000000024, -135.99984000000006, -0.9998400000000629)
[[0.580208, 0.39213, 0.007292, 0.021296]]	(-2529.2812812812813, -990.1101101101101, 14.000639999999976, 75.99943999999999, -20.000560000000007, -43.00023999999996, 52.99976000000004)
[[0.56901, 0.424074, 0.022396, 0.057407]]	(-2529.2812812812813, -990.1101101101101, 43.0003200000001, 60.99986000000001, -35.00013999999999, -96.99970000000002, -0.9997000000000185)
[[0.804948, 0.425, 0.052604, 0.090741]]	(-5320.590268886043, -1518.712548015365, 100.99968000000013, 98.00013999999999, -23.999860000000012, -122.00013999999999, -0.0001399999999875945)
[[0.814063, 0.440741, 0.01875, 0.059259]]	(-5320.590268886043, -1518.712548015365, 36.00000000000023, 63.99957999999998, -58.00042000000002, -122.00013999999999, -0.0001399999999875945)
[[0.666406, 0.590741, 0.093229, 0.27037], [0.669271, 0.510648, 0.075, 0.271296]]	(-55178.547486033516, -23959.106145251397, 178.9996799999999, 291.99952, -88.00047999999998, -380.0000799999999, -7.999999991170625e-05)
[[0.388542, 0.784259, 0.2125, 0.42963], [0.470313, 0.656944, 0.075, 0.506481], [0.41849, 0.66713, 0.130729, 0.500926]]	(5448.42255681236, 4114.057076207551, 408.0, 463.0004799999999, -8.599520000000098, -709.2999199999999, 1.0000800000000254)
[[0.408333, 0.873611, 0.230208, 0.252778], [0.609635, 0.725463, 0.251563, 0.54537]]	(-30378.991078417865, -15082.466962974371, 441.99936, 273.00023999999996, -60.99976000000004, -750.8, 0.0)
[[0.879687, 0.8, 0.240625, 0.4], [0.957552, 0.733333, 0.084896, 0.533333]]	(-5741.316283336667, -2329.4194712079498, 462.0000000000002, 431.9999999999999, 219.79999999999984, -602.0, 0.0)
[[0.223698, 0.930556, 0.086979, 0.12037], [0.215885, 0.756481, 0.114062, 0.485185]]	(-5006.759765625, -7876.130859375, 166.99968, 129.99932, -396.00068, -526.0002800000002, -0.00028000000020256266)
[[0.731771, 0.831019, 0.215625, 0.336111], [0.729427, 0.738889, 0.206771, 0.52037]]	(26129.571086061907, 12935.110252281267, 414.0, 362.9994200000001, -199.0005799999999, -562.00046, -0.00045999999997548)
[[0.35, 0.866204, 0.409375, 0.265741], [0.373698, 0.701389, 0.310937, 0.589815]]	(-855.5829898950293, -713.4714353831888, 786.0, 238.0998199999999, -355.60018, -640.8004599999999, 0.9995400000000245)
[[0.926562, 0.621759, 0.057292, 0.20463], [0.915885, 0.498148, 0.054688, 0.096296], [0.973177, 0.673611, 0.050521, 0.434259]]	(4453.262164059413, 1586.4449936214062, 110.00063999999975, 166.50048000000015, -85.99951999999985, -258.89991999999995, -0.9999199999999746)
[[0.965625, 0.785648, 0.06875, 0.287963], [0.973177, 0.673611, 0.050521, 0.434259]]	(3978.388203759562, 1578.3158037269254, 132.00000000000023, 238.70018000000005, -132.29981999999995, -510.99986, 25.700140000000033)
[[0.083594, 0.42037, 0.028646, 0.07963], [0.069271, 0.393981, 0.044792, 0.112037]]	(-47.26249668847556, -119.50993637772129, 55.000320000000016, 117.10059999999999, -69.49940000000004, -119.89979999999997, -4.499799999999993)
[[0.33125, 0.772222, 0.304167, 0.440741], [0.319271, 0.679167, 0.183333, 0.619444]]	(1286.2068400720132, 976.6492536516579, 584.00064, 423.30038, -129.29961999999995, -765.6999000000001, 8.000099999999975)
[[0.789062, 0.616204, 0.023958, 0.117593], [0.786979, 0.597222, 0.035417, 0.157407], [0.747396, 0.656019, 0.091667, 0.275]]	(3161.285865284741, 1476.1249493127118, 45.9993599999998, 255.3999, 14.099900000000048, -250.30054, 237.09946000000002)
[[0.757812, 0.745833, 0.097917, 0.239815], [0.786979, 0.597222, 0.035417, 0.157407], [0.747396, 0.656019, 0.091667, 0.275]]	(3161.285865284741, 1476.1249493127118, 188.00063999999998, 181.40046000000007, -59.89953999999989, -456.29974, 31.10026000000005)
[[0.907031, 0.850463, 0.185938, 0.297222], [0.902344, 0.759259, 0.170313, 0.47963]]	(-27540.342298288553, -10808.14995925022, 357.00095999999985, 319.99984000000006, -20.500159999999937, -649.99992, -0.9999199999999746)
[[0.23125, 0.622222, 0.04375, 0.122222]]	(18695.64853693182, 17423.908958333337, 84.0, 472.0001199999999, 93.60011999999995, -359.59964000000014, 340.0003599999999)
[[0.260417, 0.630556, 0.029167, 0.07037]]	(18695.64853693182, 17423.908958333337, 56.00063999999992, 434.99932, 56.599320000000034, -340.60028, 358.99972)
[[0.319271, 0.836574, 0.16875, 0.325], [0.322396, 0.757407, 0.129167, 0.47963]]	(18695.64853693182, 17423.908958333337, 324.00000000000006, 350.0000799999999, -28.399920000000066, -700.59992, -0.9999199999999746)
[[0.201042, 0.499074, 0.015625, 0.044444]]	(-218.6657282741738, -287.03268053855567, 30.0, 46.99983999999995, -19.00016000000005, -66.99968000000001, -0.9996800000000121)
[[0.578906, 0.472222, 0.048438, 0.105556], [0.571615, 0.464815, 0.025521, 0.087037]]	(-1109.0432752688926, -504.05388412709806, 93.00095999999985, 114.00048000000004, -26.39951999999994, -83.30000000000001, 0.0)
[[0.678906, 0.821296, 0.161979, 0.351852], [0.645833, 0.716667, 0.085417, 0.52037]]	(2092.143343632445, 1246.9809421183456, 310.9996800000001, 254.20040000000006, -275.89959999999996, -421.2997600000001, 3.000239999999849)
[[0.190104, 0.487963, 0.009375, 0.037037]]	(-218.6657282741738, -287.03268053855567, 18.000000000000057, 54.99994000000004, -11.000059999999962, -51.00002000000006, 14.999979999999937)
[[0.265104, 0.893519, 0.184375, 0.211111], [0.205729, 0.787963, 0.219792, 0.418519]]	(-399.4402690197824, -536.1701555761623, 354.0, 227.9994200000001, -284.20057999999995, -342.40045999999995, -0.00045999999997548)
[[0.575781, 0.895833, 0.275521, 0.208333], [0.384115, 0.657407, 0.253646, 0.683333]]	(1310.317436486667, 902.3829971736952, 529.0003200000002, 224.00018, -736.09982, -276.29945999999995, -0.9994599999999991)
[[0.804948, 0.900926, 0.075521, 0.198148], [0.653646, 0.763889, 0.359375, 0.472222]]	(-1840.0036113606268, -1065.7024193929647, 145.00031999999987, 213.99983999999995, -447.00016000000005, -286.79999999999995, 0.0)
[[0.40599, 0.866667, 0.374479, 0.266667], [0.265104, 0.716667, 0.144792, 0.564815], [0.377083, 0.750463, 0.151042, 0.499074]]	(-33981.33943507853, -26814.54545847326, 718.9996800000001, 287.99982, -420.90018, -366.70054000000005, -0.0005400000000008731)
[[0.098958, 0.752315, 0.154167, 0.165741], [0.053906, 0.706019, 0.106771, 0.587963]]	(-260.5546532305652, -320.2289990024248, 296.00064, 354.99994000000004, -255.00005999999996, -57.80033999999989, 175.99966000000006)
[[0.279948, 0.882407, 0.254688, 0.233333]]	(-260.5546532305652, -320.2289990024248, 489.0009600000001, 251.0002599999999, -358.9997400000001, -234.79937999999993, -0.9993799999999737)
[[0.374479, 0.657407, 0.030208, 0.083333], [0.372917, 0.599537, 0.025, 0.106481]]	(-621.2410758782779, -542.9392894841869, 57.999360000000024, 101.50026000000014, -69.6997399999999, -177.49937999999997, -20.599379999999996)
[[0.240365, 0.714352, 0.039062, 0.128704], [0.247656, 0.6125, 0.035937, 0.119444], [0.284115, 0.664815, 0.063021, 0.222222]]	(-309.9195072438567, -410.82975032900777, 74.99904000000004, 151.5, -87.0, -258.00032, -41.00031999999999)
[[0.281771, 0.715278, 0.085417, 0.169444], [0.247656, 0.6125, 0.035937, 0.119444], [0.284115, 0.664815, 0.063021, 0.222222]]	(-245.6896729635319, -284.1212462952582, 164.00064000000003, 201.59951999999998, -89.30048, -241.29999999999984, -47.29999999999984)
[[0.66224, 0.72037, 0.073438, 0.192593], [0.655469, 0.66713, 0.078646, 0.247222]]	(2531.8214901868137, 1420.5448132520958, 141.00096000000008, 146.40062, -82.99937999999997, -306.99982, 25.700180000000046)
[[0.89401, 0.844444, 0.211979, 0.309259], [0.883073, 0.754167, 0.163021, 0.486111]]	(-36086.63765802817, -14213.69727661313, 406.9996799999999, 333.00034000000005, -53.49965999999995, -645.2993799999999, -0.9993799999999737)
[[0.653306, 0.537037, 0.01874, 0.02037], [0.640292, 0.6, 0.03748, 0.183333]]	(-1522.5806007620558, -697.5518021037134, 35.999540000000025, 176.99984000000006, 45.49984000000006, -118.09976000000006, 137.20024)
[[0.623634, 0.553241, 0.019781, 0.026852], [0.640292, 0.6, 0.03748, 0.183333]]	(-1522.5806007620558, -697.5518021037134, 37.99930100000006, 162.99980000000005, 31.49980000000005, -139.10036000000002, 116.19964000000004)
[[0.630141, 0.62037, 0.104633, 0.133333], [0.640292, 0.6, 0.03748, 0.183333]]	(-1522.5806007620558, -697.5518021037134, 200.9999929999999, 148.00022, 16.500220000000013, -269.09942, -13.799419999999941)
[[0.188964, 0.57037, 0.026028, 0.064815]]	(-271.0874213853085, -317.6568354165238, 49.99978799999997, 164.0005, 22.60050000000001, -163.5997000000001, 74.4002999999999)
[[0.221239, 0.612963, 0.090578, 0.151852], [0.218636, 0.601852, 0.035398, 0.175926]]	(-271.0874213853085, -317.6568354165238, 174.00033799999994, 165.00004, 23.600040000000035, -256.60012000000006, -18.60012000000006)
[[0.052837, 0.636111, 0.103592, 0.148148], [0.03748, 0.6125, 0.044768, 0.173148]]	(-23.14226087081999, -81.21197896092505, 199.000232, 159.00004, -106.59996000000001, -129.2997999999999, -0.9997999999999365)
[[0.822488, 0.814352, 0.355023, 0.371296], [0.806611, 0.758333, 0.106715, 0.477778]]	(202910.6093731467, 68794.39989616573, 681.9991829999997, 400.9996800000001, 157.8996800000001, -862.4, 0.0)
[[0.938313, 0.531019, 0.00885, 0.019444]]	(202910.6093731467, 68794.39989616573, 17.0008499999999, 516.99924, 273.89923999999996, -366.40027999999995, 495.99972)
[[0.764583, 0.455093, 0.0375, 0.14537], [0.759115, 0.433333, 0.035937, 0.12963], [0.73099, 0.675, 0.115104, 0.568519]]	(-17359.716211756506, -7101.236061879196, 72.0, 666.99936, 81.99935999999997, -244.90024000000005, 420.8997599999999)
[[0.854688, 0.535648, 0.107292, 0.267593], [0.858073, 0.462037, 0.081771, 0.255556]]	(-306055.48558689666, -90893.24397891705, 206.00063999999998, 289.00037999999995, -14.799620000000061, -409.50005999999996, -5.99999999622014e-05)
[[0.58151, 0.5, 0.090104, 0.212963], [0.572135, 0.465741, 0.053646, 0.25]]	(-1538.5938889882727, -648.8200855653652, 172.9996799999999, 230.00002, -62.799980000000005, -257.8000200000001, -39.20002000000011)
[[0.728385, 0.777778, 0.258854, 0.444444], [0.73099, 0.675, 0.115104, 0.568519]]	(-17359.716211756506, -7101.236061879196, 496.9996799999999, 479.9995200000001, -105.00047999999992, -754.9, -89.10000000000002)
[[0.352604, 0.563889, 0.044792, 0.048148]]	(-361.1381496869834, -420.00670811286886, 86.00064000000009, 407.3998, -56.50019999999995, -25.90003999999999, 234.19996000000003)
[[0.173437, 0.53287, 0.046875, 0.058333], [0.201563, 0.675, 0.05, 0.275926]]	(-319.57774057546965, -474.6331276130388, 90.0, 381.20022000000006, 87.80021999999997, -65.99941999999999, 255.80057999999997)
[[0.777344, 0.57963, 0.026562, 0.062963], [0.740365, 0.655556, 0.066146, 0.301852]]	(-2965.1963427377223, -1190.3646290491117, 50.99903999999992, 67.99962000000005, -30.00037999999995, -98.00042000000008, -0.0004200000000764703)
[[0.738021, 0.747685, 0.066667, 0.173148], [0.740365, 0.655556, 0.066146, 0.301852], [0.70026, 0.696759, 0.057813, 0.360185], [0.657813, 0.755556, 0.122917, 0.488889]]	(-9383.798921130952, -4609.529854910715, 128.0006400000002, 186.00012000000004, -158.99987999999996, -345.99972000000014, -0.9997200000001385)
[[0.847917, 0.736111, 0.079167, 0.253704], [0.878646, 0.630556, 0.09375, 0.255556]]	(-6024.08922699854, -2388.3061221078206, 152.00063999999998, 274.00028, 75.00027999999998, -444.2000399999999, -3.999999989900971e-05)
[[0.704427, 0.836574, 0.038021, 0.158333], [0.740365, 0.655556, 0.066146, 0.301852], [0.70026, 0.696759, 0.057813, 0.360185], [0.657813, 0.755556, 0.122917, 0.488889]]	(-20621.42761904762, -11368.976666666667, 73.00032000000033, 169.99990000000003, -259.0001, -429.9997400000001, -0.999740000000088)
